timestamp,location,sensor,value
2024-03-29T14:56:00.000Z,zone-b,pressure,992.9
2024-03-29T15:09:00.000Z,zone-d,temperature,32.5
2024-03-29T19:05:00.000Z,zone-a,humidity,47.7
2024-03-29T21:50:00.000Z,zone-d,humidity,51.7
2024-03-30T00:13:00.000Z,zone-c,humidity,61.8
2024-03-30T00:28:00.000Z,zone-c,pressure,997.2
2024-03-30T00:36:00.000Z,zone-c,light,767.6
2024-03-30T00:50:00.000Z,zone-b,temperature,15.4
2024-03-30T02:49:00.000Z,zone-b,light,782.7
2024-03-30T05:26:00.000Z,zone-d,light,732.6
2024-03-30T06:02:00.000Z,zone-a,temperature,30.4
2024-03-30T06:26:00.000Z,zone-b,pressure,994.3
2024-03-30T07:05:00.000Z,zone-c,temperature,21
2024-03-30T09:15:00.000Z,zone-d,pressure,1004
2024-03-30T10:51:00.000Z,zone-a,pressure,999.8
2024-03-30T14:27:00.000Z,zone-d,temperature,30.8
2024-03-30T16:59:00.000Z,zone-b,humidity,39.7
2024-03-30T17:14:00.000Z,zone-a,light,301.6
